"reference_no","record_type","publication_type","reftitle","pubyr","author1init","author1last","author2init","author2last","otherauthors","editors","refabbr","pubtitle","pubabbr","r_journal","r_booktitle","r_school","publisher","pubcity","pubvol","pubno","firstpage","lastpage","language","doi","ref_type","aff"
83410,"ref","journal article","Evidence for sympodial vascular architecture in a filicalean fern rhizome: Dickwhitea allenbyensis gen. et sp. nov. (Athyriaceae)",2006,"S.J.","Karafit","G.W.","Rothwell","R. A. Stockey, H. Nishida","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"167","3","721","727","English","10.1086/501036","auth,class","Canada;Japan;United States"
83717,"ref","journal article","New genus Navipelta (Peltaspermales, Pteridospermae) from Permian-Triassic boundary of Moscow sineclise, Russia",2009,"E. V.","Karasev","","","","",NA,"Paleontological Journal",NA,NA,NA,NA,NA,NA,"43","10","1262","1271","English","10.1134/S0031030109100086","auth,class","Russian Federation"
86144,"ref","journal article","High stress late Maastrichtian - early Danian palaeoenvironment in the Neuquén Basin, Argentina",2007,"G.","Keller","T.","Adatte","A. A. Tantawy, Z. Berner, W. Stinnesbeck, D. Stueben, H. A. Leanza","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"28","6","939","960","English","10.1016/j.cretres.2007.01.006","auth,class","Germany;Egypt;Argentina;United States;Switzerland"
55190,"ref","journal article","A complete pollen record of the last 230 ka from Lynch's Crater, north-eastern Australia",2007,"A. P.","Kershaw","S. C.","Bretherton","S. van der Kaars","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"251","1","23","45","English","10.1016/j.palaeo.2007.02.015","auth,class","Australia"
67751,"ref","journal article","Typology and fossil assemblage of Sandbian (Ordovician) ‘baksteenkalk’: an erratic silicified limestone of Baltic origin from the northeastern Netherlands and adjacent areas of Germany",2017,"P. v.","Keulen","F.","Rhebergen","","",NA,"Estonian Journal of Earth Sciences",NA,NA,NA,NA,NA,NA,"66","4","198","219","English","10.3176/earth.2017.18","class","Netherlands"
80638,"ref","journal article","Systematic descriptions, in Leaf cuticular morphology of some angiosperm taxa from the Siwalik sediments (middle Miocene to lower Pleistocene) of Arunachal Pradesh, eastern Himalaya: Systematic and palaeoclimatic implications",2015,"M. A.","Khan","S.","Bera","T. E. V. Spicer","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"214","","9","26","English","10.1016/j.revpalbo.2014.10.008","auth,class","India;China;United Kingdom"
80448,"ref","journal article","Floral diversity during Plio-Pleistocene Siwalik sedimentation (Kimin Formation) in Arunachal Pradesh, India, and its palaeoclimatic significance",2011,"M. A.","Khan","R.","Ghosh","S. Bera, R. A. Spicer, T. E. V. Spicer","",NA,"Palaeobiodiversity and Palaeoenvironments",NA,NA,NA,NA,NA,NA,"91","","237","255","English","10.1007/s12549-011-0059-z","auth,class","India;China;United Kingdom"
80443,"ref","journal article","Systematic descriptions, in Occurrence of Shorea Roxburgh ex C. F. Gaertner (Dipterocarpaceae) in the Neogene Siwalik forests of eastern Himalaya and its biogeography during the Cenozoic of Southeast Asia",2016,"M. A.","Khan","R. A.","Spicer","S. Bera","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"233","","236","254","English","10.1016/j.revpalbo.2016.07.011","auth,class","India;China;United Kingdom"
80656,"ref","journal article","A new species of Acer samaras from the Miocene Yeonil Group in the Pohang Basin, Korea",2008,"J. H.","Kim","","","","",NA,"Geosciences Journal",NA,NA,NA,NA,NA,NA,"12","","331","336","English","10.1007/s12303-008-0033-6","auth,class","South Korea"
73478,"ref","journal article","Tonian microfossils from subsurface shales in Botswana ",2020,"A.H.","Knoll","G. J. B.","Germs","A. Tankard, H. Welsink","",NA,"Precambrian Research",NA,NA,NA,NA,NA,NA,"345","","1","8","English","10.1016/j.precamres.2020.105779","auth","South Africa;United States"
87033,"ref","journal article","Terreneuvian stratigraphy and faunas from the Anabar Uplift, Siberia",2017,"A.","Kouchinsky","S.","Bengtson","E. Landing, M. Steiner, M. Vendrasco, K. Ziegler","",NA,"Acta Palaeontologica Polonica",NA,NA,NA,NA,NA,NA,"62","2","311","440","English","10.4202/app.00289.2016","class","United States;Germany;Sweden"
83785,"ref","journal article","Conantiopteris schuchmanii, gen. et sp. nov., and the Role of Fossils\r\nin Resolving the Phylogeny of Cyatheaceae s.l. ",1999,"T. C.","Lantz","G. W.","Rothwell","R. A. Stockey","",NA,"Journal of Plant Research",NA,NA,NA,NA,NA,NA,"112","","361","381","English","10.1007/PL00013890","auth,class","Canada;United States"
80377,"ref","journal article","Systematic descriptions, in First fossil fruits and leaves of Burretiodendron sl (Malvaceae sl) in southeast Asia: implications for taxonomy, biogeography, and paleoclimate",2015,"J.","Lebreton Anberrée","Z. K.","Zhou","","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"176","7","682","696","English","10.1086/682166","auth,class","China;United States"
55228,"ref","journal article","Euphorbiaceae: Acalyphoideae fossils from early Miocene New Zealand: Mallotus–Macaranga leaves, fruits, and inflorescence with in situ Nyssapollenites endobalteus pollen",2010,"D. E.","Lee","J. M.","Bannister","J.I. Raine, J.G. Conran","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"","163","127","138","English","10.1016/j.revpalbo.2010.10.002","auth,class","New Zealand;Australia"
68267,"ref","journal article","Lithistid sponge-microbial reefs, Nevada, USA: Filling the late Cambrian ‘reef gap’",2019,"J.-H.","Lee","B. F.","Dattilo","S. Mrozek, J. F. Miller, R. Riding","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"","","","","English","10.1016/j.palaeo.2019.02.003","auth,class","United States;South Korea;Australia"
80362,"ref","journal article","Systematic descriptions, in A fossil fruit wing of Dipterocarpus from the middle Miocene of Fujian, China and its palaeoclimatic significance",2010,"H. M.","Li","G. L.","Shi","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"162","4","599","606","English","10.1016/j.revpalbo.2010.08.001","auth,class","China"
80371,"ref","journal article","Systematic descriptions, in New middle Miocene fossil wood of Wataria (Malvaceae) from southwest China",2015,"Y.-J.","Li","A. A.","Oskolski","","",NA,"International Association of Wood Anatomists Journal",NA,NA,NA,NA,NA,NA,"36","3","345","357","English","10.1163/22941932-20150105","auth,class","Russian Federation;China;South Africa"
80784,"ref","journal article","Systematic descriptions, in A new Celastrus species from the middle Miocene of Yunnan, China and its palaeoclimatic and palaeobiogeographic implications",2016,"X. Q.","Liang","Z. K.","Zhou","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"225","","43","52","English","10.1016/j.revpalbo.2015.11.005","auth,class","China;Austria"
80804,"ref","journal article","Systematic descriptions, in Fossil leaves of Populus from the Middle Miocene of Yunnan, SW China",2016,"X. Q.","Liang","Z. K.","Zhou","","",NA,"Journal of Systematics and Evolution",NA,NA,NA,NA,NA,NA,"54","3","264","271","English","10.1111/jse.12193","auth,class","China;Austria"
80372,"ref","journal article","Comptonia naumannii (Myricaceae) from the early Miocene of Weichang, China, and the palaeobiogeographical implication of the genus",2010,"X.-Q.","Liang","V.","Wilde","D. K. Ferguson, Z. Kvaček, A. G. Ablaev, Y.-F. Wang, C.-S. Li","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"163","01-Feb","52","63","English","10.1016/j.revpalbo.2010.09.004","auth,class","Germany;China;Austria;Russian Federation;Czech Republic"
80745,"ref","journal article","Systematic descriptions, in Fossil woods from the late middle Eocene Pondaung Formation, Myanmar",2014,"A.","Licht","A.","Boura","D. De Franceschi","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"202","","29","46","English","10.1016/j.revpalbo.2013.12.002","auth,class","France;Myanmar"
80747,"ref","journal article","Systematic descriptions, in Late middle Eocene fossil wood of Myanmar: Implications for the landscape and the climate of the Eocene Bengal Bay",2015,"A.","Licht","A.","Boura","D. De Franceschi","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"216","","44","54","English","10.1016/j.revpalbo.2015.01.010","auth,class","France;United States;Germany;Myanmar"
87011,"ref","journal article","Macroscopic fossils from the Chuanlinggou Formation of North China: evidence for an earlier origin of multicellular algae in the late Palaeoproterozoic",2023,"J. Q.","Liu","Y.","Zhang","X. Y. Shi, A. F. Chen, D. J. Tang, T. L. Yang","",NA,"Palaeontology",NA,NA,NA,NA,NA,NA,"66","e12685","","","English","10.1111/pala.12685","auth,class","China"
76896,"ref","journal article","Early-Middle Ordovician graptolites from the Argentine Puna: quantitative paleobiogeographic analysis based on a systematic revision",2020,"G. A.","Lo Valvo","N. C.","Herrera Sánchez","B. A. Toro","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"57","6","534","554","English","10.5710/AMGH.15.07.2020.3345","auth,class","Argentina"
75730,"ref","journal article","Organic-walled microfossils from the late Mesoproterozoic to early Neoproterozoic lower Shaler Supergroup (Arctic Canada): Diversity and biostratigraphic significance",2019,"C.C.","Loron ","R.H.","Rainbird","E.C. Turner, J.W. Greenman, E.J. Javaux ","",NA,"Precambrian Research",NA,NA,NA,NA,NA,NA,"321","","349","374","English","10.1016/j.precamres.2018.12.024","auth","Canada;Belgium"
47758,"ref","journal article","First Evidence for Wollemi Pine-type Pollen (Dilwynites: Araucariaceae) in South America",2013,"M.","Macphail","R. J.","Carpenter","A. Iglesias, P. Wilf","",NA,"PLoS ONE",NA,NA,NA,NA,NA,NA,"8","7","1","8","English","10.1371/journal.pone.0069281","auth","Argentina;Australia;United States"
73379,"ref","journal article","Palm trees in the past – paleoclimatological and paleoecological indicators",2000,"D. H.","Mai","","","","",NA,"Gff",NA,NA,NA,NA,NA,NA,"122","","97","98","English","10.1080/11035890001221097","auth,class","Germany"
86162,"ref","journal article","Unilocular foraminifera of reticular surface from Argentina",1991,"N.","Malumián","C.","Náñez","A. Caramés","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"37","4","393","406","English","10.2307/1485912","auth,class","Argentina"
78391,"ref","journal article","A Late Cretaceous Piper (Piperaceae) from Colombia and diversification patterns for the genus",2015,"C.","Martínez","M. R.","Carvalho","S. Madriñán, C. Jaramillo","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"102","2","273","289","English","10.3732/ajb.1400427","auth,class","Colombia;United States"
87619,"ref","journal article","Taxonomic names, in Middle to Late Pleistocene radiolarian biostratigraphy in the water-mixed region of the Kuroshio and Oyashio currents, northeastern margin of Japan (JAMSTEC Hole 902-C9001C)",2014,"K. M.","Matsuzaki","N.","Suzuki","","",NA,"",NA,NA,NA,NA,NA,NA,"33","","205","222","English","10.1144/jmpaleo2013-012","auth,class","Japan"
73500,"ref","journal article","Nypa megafossils from the Tertiary sediments of Northeast India",2003,"R. C.","Mehrotra","R. P.","Tiwari","B. I. Mazumder","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"36","","83","92","English","10.1016/S0016-6995(02)00107-9","class","India"
80379,"ref","journal article","Systematic descriptions, in New biogeographic insight into Bauhinia s.l. (Leguminosae): integration from fossil records and molecular analyses",2014,"H. H.","Meng","Z. K.","Zhou","","",NA,"BMC Evolutionary Biology",NA,NA,NA,NA,NA,NA,"14","","181","","English","10.1186/s12862-014-0181-4","auth,class","China"
80380,"ref","journal article","Systematic descriptions, in Late Miocene Palaeocarya (Engelhardieae: Juglandaceae) from Southwest China and its biogeographic implications",2015,"H. H.","Meng","Z. K.","Zhou","","",NA,"Journal of Systematics and Evolution",NA,NA,NA,NA,NA,NA,"53","6","499","511","English","10.1111/jse.12145","auth,class","China"
71626,"ref","journal article","A Late Triassic flora from Gomero (Santa Juana Formation), Chile",2010,"P.","Moisan","E.","Abad","B. Bomfleur, H. Kerp","",NA,"Neues Jahrbuch für Geologie und Paläontologie-Abhandlungen",NA,NA,NA,NA,NA,NA,"258","1","89","106","English","10.1127/0077-7749/2010/0087","auth,class","Chile;Germany"
67093,"ref","journal article","Vetlugospermum and Vetlugospermaceae: A new genus and family of peltasperms from the Lower Triassic of Moscow syneclise (Russia)",2012,"S. V.","Naugolnykh","","","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"45","","451","462","English","10.1016/j.geobios.2011.10.009","class","Russian Federation"
85124,"ref","journal article","Taxonomy and ultrastructure of Sinerima, a new genus of diatoms (Bacillariophyta), with a description of a new species, S. marigela",2018,"A.","Nesterovich","B. E.","Caissie","","",NA,"Phytotaxa",NA,NA,NA,NA,NA,NA,"351","3","197","209","English","10.11646/phytotaxa.351.3.1","auth,class","United States"
68925,"ref","journal article","The Triassic Santa Juana Formation at the lower Biobío River, south central Chile",2005,"S. N.","Nielsen","","","","",NA,"Journal of South American Earth Sciences",NA,NA,NA,NA,NA,NA,"19","","547","562","English","10.1016/j.jsames.2005.06.002","auth,class","Germany"
85635,"ref","journal article","A new elasmosaurid (Sauropterygia, Plesiosauria) from the upper levels of the La Colonia Formation (upper Maastrichtian), Chubut Province, Argentina",2023,"J. P.","O'Gorman","A. P.","Carignano","L. Calvo-Marcilese,  J. P. Pérez Panera","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"","","105674","","English","10.1016/j.cretres.2023.105674","auth,class","Argentina"
82808,"ref","journal article","Fossil Newtonia (Fabaceae: Mimoseae) seeds from the early Miocene (22-21 Ma) Mush Valley in Ethiopia",2012,"A.D.","Pan","E.D.","Currano","B.F. Jacobs, M. Feseha, N. Tabor, P.S. Herendeen","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"173","3","290","296","English","10.1086/663967","auth,class","Ethiopia;United States"
48205,"ref","journal article","A mid-Cretaceous flora from the Kachaike Formation, Patagonia, Argentina",2007,"M. G.","Passalia","","","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"28","","830","840","English","10.1016/j.cretres.2006.12.006","class","Argentina"
72430,"ref","journal article","Syn-Eruptive taphoflora from the Agua de la Zorra Formation (Upper Triassic) Cuyana Basin, Mendoza, Argentina.",2019,"T.E.","Pedernera ","E.G.","Ottone ","A.C. Mancuso, C.A. Benavente,, F. Abarzua","",NA,"Andean Geology",NA,NA,NA,NA,NA,NA,"46","3","604","628","English","10.5027/andgeoV46n3-3228","class","Argentina"
48010,"ref","journal article","Palynostratigraphic study of the Early Cretaceous Río Mayer and Kachaike formations at the Quebrada El Moro Section, Austral Basin, southwestern Argentina",2011,"V.","Perez Loinaze","S.","Archangelsky","G. Cladera","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"","34","161","171","English","10.1016/j.cretres.2011.10.015","auth,class","Argentina"
85746,"ref","journal article","Maastrichtian palynological assemblages from the Chorrillo Formation,\r\nPatagonia, Argentina",2023,"V. S.","Perez Loinaze","E. I.","Vera","D. Moyano-Paz, M. D. Coronel, M. Manabe, T. Tsuihiji, F. E. Novas","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"314","104893","1","17","English","10.1016/j.revpalbo.2023.104893","auth,class","Japan;Argentina"
86056,"ref","journal article","Paleogene calcareous nannofossil biostratigraphy for two boreholes in the\r\neastern Austral Basin, Patagonia, Argentina",2013,"J. P.","Perez Panera","","","","",NA,"Andean Geology",NA,NA,NA,NA,NA,NA,"10","1","117","140","English","10.5027/andgeoV40n1-a06","auth,class","Argentina"
83596,"ref","journal article"," Trochodendron and Nordenskioldia (Trochodendraceae) from the Middle Eocene of Washington State, U.S.A.",2001,"K.","Pigg","W.","Wehr","S. Ickert-Bond","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"162","5","1187","1198","English","10.1086/321927","auth,class","United States"
43220,"ref","journal article","A new species of Palorchestidae (Marsupialia) from the Pliocene and early Pleistocene of Victoria",2006,"K. J.","Piper","","","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"30","S1","281","294","English","10.1080/03115510609506867","class","Australia"
9019,"ref","journal article","A fossil wood flora from King George Island: ecological implications for an Antarctic Eocene vegetation",2001,"I.","Poole","R. J.","Hunt","D. J. Cantrill","",NA,"Annals of Botany",NA,NA,NA,NA,NA,NA,"88","1","33","54","English","10.1006/anbo.2001.1425","auth,class","United Kingdom;Netherlands"
48034,"ref","journal article","Palinología de la Formación Monte Chico (Cretácico Tardío) de la Provincia de Santa Cruz, Argentina: Esporas",2011,"L.","Povilauskas","","","","",NA,"Revista Brasileira de Paleontologia",NA,NA,NA,NA,NA,NA,"14","3","255","268","Spanish","10.4072/rbp.2011.3.05","auth,class","Argentina"
48037,"ref","journal article","Palinología de la Formación Monte Chico (Cretácico Tardío) de la Provincia de Santa Cruz, Argentina: Gimnospermas",2012,"L.","Povilauskas","","","","",NA,"Revista Brasileira de Paleontologia",NA,NA,NA,NA,NA,NA,"15","1","85","94","English","10.4072/rbp.2012.1.07","class","Argentina"
55151,"ref","journal article","Palinología de Angiospermas de la Formación Monte Chico (Cretácico Superior) de la Provincia de Santa Cruz, Argentina",2013,"L.","Povilauskas","","","","",NA,"Revista Brasileira de Paleontologia",NA,NA,NA,NA,NA,NA,"16","1","115","126","Spanish","10.4072/rbp.2013.1.09","class","Argentina"
48033,"ref","journal article","Polen y esporas de la Formación La Irene (Maastrichtiano), sudoeste de la provincia de Santa Cruz, Argentina: primeros resultados",2008,"L.","Povilauskas","V.","Barreda","S. Marenssi","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"41","","819","831","Spanish","10.1016/j.geobios.2008.07.002","auth,class","Argentina"
72551,"ref","journal article","An aquatic angiosperm of the Late Cretaceous, Mendoza Province, central-western Argentina: its phylogenetic position in Araceae",2019,"G. G.","Puebla","B. A.","Vento","M. B. Prámparo","",NA,"Historical Biology",NA,NA,NA,NA,NA,NA,"","","1","9","English","10.1080/08912963.2019.1687696","class","Argentina"
54957,"ref","journal article","Conifer fossil woods from the La Meseta Formation (Eocene of Western Antarctica): Evidence of Podocarpaceae-dominated forests",2014,"R. R.","Pujana","S. N.","Santillana","S. A. Marenssi","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"","200","122","137","English","10.1016/j.revpalbo.2013.09.001","auth","Argentina"
48043,"ref","journal article","Early Cretaceous palynostratigraphy, palynofacies and palaeoenvironments of well sections in northeastern Tierra del Fuego, Argentina",2006,"M. E.","Quattrocchio","M. A.","Martínez","A. Carpinelli Pavisich, W. Volkheimer","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"27","","584","602","English","10.1016/j.cretres.2005.11.012","auth,class","Argentina;Chile"
76170,"ref","journal article","Phylogeny and evolutionary history of Pinaceae updated by transcriptomic\r\nanalysis",2018,"J.-H.","Ran","T.-T.","Shen","H. Wu, X. Gong, X.-Q. Wang","",NA,"Molecular Phylogenetics and Evolution",NA,NA,NA,NA,NA,NA,"129","","106","116","English","10.1016/j.ympev.2018.08.011","class","China"
69296,"ref","journal article","High coral reef connectivity across the Indian Ocean is revealed\r\n6–7 Ma ago by a turbid-water scleractinian assemblage from Tanzania (Eastern Africa)",2019,"M.","Reuter","F. R.","Bosellini","A. F. Budd, S. Coric, W. E. Piller, M. Harzhauser","",NA,"Coral Reefs",NA,NA,NA,NA,NA,NA,"","","","","English","10.1007/s00338-019-01830-8","auth","Austria;United States;Germany;Italy"
48062,"ref","journal article","Aptian to Coniacian (Early–Late Cretaceous) palynostratigraphy of the Gustav Group, James Ross Basin, Antarctica",2002,"J. B.","Riding","J. A.","Crame","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"","23","739","760","English","10.1006/cres.2002.1024","auth","United Kingdom"
86957,"ref","journal article","Early eukaryotic microfossils of the late PalaeoproterozoicLimbunya Group, Birrindudu Basin, northern Australia",2023,"L. A.","Riedman","S. M.","Porter","M. A. Lechte, A. dos Santos, G. P. Halverson","",NA,"Papers in Palaeontology",NA,NA,NA,NA,NA,NA,"9","e1538","","","English","10.1002/spp2.1538","auth,class","United States;Canada"
75229,"ref","journal article","Systematics of Chaetocerotaceae (Bacillariophyceae). I. A phylogenetic analysis of the family",2003,"J. E.","Rines","E. C.","Theriot","","",NA,"Phycological Research",NA,NA,NA,NA,NA,NA,"51","2","83","98","English","10.1046/j.1440-1835.2003.00297.x","class","United States"
83245,"ref","journal article","Late Viséan coral fringing reef at Tiouinine (Morocco): implications for the role of rugose corals as building organisms in the Mississippian",2012,"S.","Rodríguez","I. D.","Somerville","I. Said, P. Cózar","",NA,"Geological Journal",NA,NA,NA,NA,NA,NA,"47","5","462","476","English","10.1002/gj.2452","auth","Spain;Ireland"
83294,"ref","journal article","Reconstruction of a Ross lost Cambrian Series 2 mixed siliciclastic–carbonate platform from carbonate clasts of the Shackleton Range, Antarctica",2022,"M.","Rodríguez-Martínez","W.","Buggisch","S. Menéndez, E. Moreno-Eiris, A. Perejón","",NA,"Earth and Environmental Science Transactions of the Royal Society of Edinburgh",NA,NA,NA,NA,NA,NA,"","","","","English","10.1017/S1755691022000111","class","Spain;Germany"
86814,"ref","journal article","Brachyoxylon fossil woods with traumatic resin canals from the Upper Cretaceous Cerro Fortaleza Formation, southern Patagonia (Santa Cruz Province, Argentina)",2022,"C. F.","Rombola","C. D.","Greppi","R. R. Pujana, J. L. García Massini, E. S. Bellosi, S. A. Marenssi","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"130","105065","1","12","English","10.1016/j.cretres.2021.105065","auth,class","Argentina"
65306,"ref","journal article","A multicellular alga with exceptional preservation from the Ediacaran of Nevada",2014,"S. M.","Rowland","M. G.","Rodriguez","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"88","2","263","268","English","10.1666/13-075","auth,class","United States"
83096,"ref","journal article","Neoproterozoic fossils from the Franklin Mountains, northwestern Canada: stratigraphic and palaeobiological implications",2001,"J.","Samuelsson","N. J.","Butterfield","","",NA,"Precambrian Research",NA,NA,NA,NA,NA,NA,"107","","235","251","English","10.1016/S0301-9268(00)00142-X","auth,class","Belgium;United Kingdom"
79690,"ref","journal article","Insect and plant diversity in hot-spring ecosystems during the Jurassic-Cretaceous boundary from Spain (Aguilar Fm., Palencia)",2022,"A. A.","Santos","A.","Nel","I. Rodríguez-Barreiro, L. M. Sender, T. Wappler, J. B. Diez","",NA,"Biology",NA,NA,NA,NA,NA,NA,"11","273","","","English","10.3390/biology11020273","auth,class","Spain;Germany;France"
74000,"ref","journal article","The Enigmatic Paleocene-Eocene coralline Distichoplax: Approaching the structural complexities, ecological affinities and extinction hypotheses",2018,"S.","Sarkar","","","","",NA,"Marine Micropaleontology",NA,NA,NA,NA,NA,NA,"139","","72","83","English","10.1016/j.marmicro.2017.12.001","class","India"
65724,"ref","journal article","Coralline red algae from late Palaeocene–earliest Eocene carbonates\r\nof Meghalaya, N–E India: palaeocommunity and trophic‑level\r\nimplications",2018,"S.","Sarkar","G. M. N.","Rao","","",NA,"Carbonates and Evaporites",NA,NA,NA,NA,NA,NA,"","","","","English","10.1007/s13146-018-0422-5","class","India"
48968,"ref","journal article","A Danian subtropical lacustrine palynobiota from South America (Bororó Formation, San Jorge Basin, Patagonia - Argentina)",2009,"L.","Scafati","D. L.","Melendi","W. Volkheimer","",NA,"Geological Acta",NA,NA,NA,NA,NA,NA,"7","01-Feb","35","61","English","10.1344/105.000000270","auth","Argentina"
73971,"ref","journal article","A synoptic review of the classification of red algal genera a half century after Kylin's ""Die Gattungen der Rhodophyceen""",2007,"C. W.","Schneider","M. J.","Wynne","","",NA,"Botanica Marina",NA,NA,NA,NA,NA,NA,"50","","197","249","English","10.1515/BOT.2007.025","class","United States"
54605,"ref","journal article","Macrofossil Casuarinaceae: their Identification and the Oldest Macrofossil Record, Gymnostoma antiquum sp. nov., from the Late Paleocene of New South Wales, Australia",1995,"L. J.","Scriven","R. S.","Hill","","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"8","6","1035","1053","English","10.1071/SB9951035 ","auth,class","Australia"
82743,"ref","journal article","Systematic palaeontology, in Fire-prone Rhamnaceae with South African affinities in Cretaceous Myanmar amber",2022,"C.","Shi","S.","Wang","M. S. Engel","",NA,"Nature Plants",NA,NA,NA,NA,NA,NA,"8","","125","135","English","10.1038/s41477-021-01091-w","auth,class","China;South Africa;United Kingdom;United States"
78383,"ref","journal article","A new Oligocene Calocedrus from South China and its implications for transpacific floristic exchanges",2012,"G.","Shi","Z.","Zhou","Z. Xie","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"99","1","108","120","English","10.3732/ajb.1100331","auth,class","China"
85042,"ref","journal article","Vulcanella hannae Sims & Mahood, Gen. et sp. Nov., with a discussion of the general Tumulopsis Hendey, Acanthodiscus Pantocsek, Poretzkia Jousé and Goniothecium Ehrenberg",1998,"P. A.","Sims","A. D.","Mahoood","","",NA,"Diatom Research",NA,NA,NA,NA,NA,NA,"13","1","113","131","English","10.1080/0269249X.1998.9705438","auth,class","United Kingdom;United States"
83415,"ref","journal article","Aulacoseira giraffensis (Bacillariophyceae), a new diatom species forming massive populations in an Eocene lake",2019,"P. A.","Siver","A. P.","Wolfe","M. B. Edlund, J. Sibley, J. Hausman, P. Torres, A. M. Lott","",NA,"Plant Ecology and Evolution",NA,NA,NA,NA,NA,NA,"152","2","358","367","English","10.5091/plecevo.2019.1586","auth,class","Canada"
55377,"ref","journal article","Early Pleistocene vegetation change in upland south-eastern Australia",2011,"J. M. K.","Sniderman","","","","",NA,"Journal of Biogeography",NA,NA,NA,NA,NA,NA,"38","8","1456","1470","English","10.1111/j.1365-2699.2011.02518.x","auth,class","Australia"
80660,"ref","journal article","More fossil woods from the Palaeogene of northern Kyushu, Japan",2001,"R.","Srivastava","M.","Suzuki","","",NA,"International Association of Wood Anatomists Journal",NA,NA,NA,NA,NA,NA,"22","1","85","105","English","10.1163/22941932-90000271","auth,class","India"
60169,"ref","journal article","Replacement Name for Tetradium Dana, 1846",2011,"H. M.","Steele-Petrovich","","","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"85","4","802","803","English","10.1666/10-137.1","class","United States"
86636,"ref","journal article","Cretaceous–Paleogene plant extinction and recovery in Patagonia",2020,"E.","Stiles","P.","Wilf","A. Iglesias, M. A. Gandolfo, N. R. Cuneo","",NA,"Paleobiology",NA,NA,NA,NA,NA,NA,"","","1","15","English","10.1017/pab.2020.45","auth,class","United States;Argentina"
80369,"ref","journal article","Fossil fruits of Ailanthus confucii from the Upper Miocene of Wenshan, Yunnan Province, southwestern China",2013,"T.","Su","F. M. B.","Jacques","H.-J. Ma, Z.-K. Zhou","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"22","03-Apr","153","158","English","10.1016/j.palwor.2013.07.002","class","China"
78535,"ref","journal article","Systematic Palaeontology, in No high Tibetan Plateau until the Neogene",2019,"T.","Su","Z. K.","Zhou","","",NA,"Science Advances",NA,NA,NA,NA,NA,NA,"5","","eaav2189","","English","10.1126/sciadv.aav2189","auth,class","China;India;United Kingdom"
80570,"ref","journal article","Systematic descriptions, in Miocene leaves of Elaeagnus (Elaeagnaceae) from the Qinghai-Tibet Plateau, its modern center of diversity and endemism",2014,"T.","Su","Z. K.","Zhou","","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"101","8","1350","1361","English","10.3732/ajb.1400229","auth,class","China;United States"
80785,"ref","journal article","Systematic descriptions, in A Miocene leaf fossil record of Rosa (R. fortuita n. sp.) from its modern diversity center in SW China",2016,"T.","Su","Z. K.","Zhou","","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"25","1","104","115","English","10.1016/j.palwor.2015.05.010","auth,class","China"
